		TARA_004_DCM_0.22-1.6	TARA_004_SRF_0.22-1.6	TARA_007_DCM_0.22-1.6	TARA_007_SRF_0.22-1.6	TARA_009_DCM_0.22-1.6	TARA_009_SRF_0.22-1.6	TARA_018_DCM_0.22-1.6	TARA_018_SRF_0.22-1.6	TARA_023_DCM_0.22-1.6	TARA_023_SRF_0.22-1.6	TARA_025_DCM_0.22-1.6	TARA_025_SRF_0.22-1.6	TARA_030_DCM_0.22-1.6	TARA_030_SRF_0.22-1.6	TARA_031_SRF_0.22-1.6	TARA_032_DCM_0.22-1.6	TARA_032_SRF_0.22-1.6	TARA_033_SRF_0.22-1.6	TARA_034_DCM_0.22-1.6	TARA_034_SRF_0.22-1.6	TARA_036_DCM_0.22-1.6	TARA_036_SRF_0.22-1.6	TARA_037_MES_0.22-1.6	TARA_038_DCM_0.22-1.6	TARA_038_MES_0.22-1.6	TARA_038_SRF_0.22-1.6	TARA_039_DCM_0.22-1.6	TARA_039_MES_0.22-1.6	TARA_041_DCM_0.22-1.6	TARA_041_SRF_0.22-1.6	TARA_042_DCM_0.22-1.6	TARA_042_SRF_0.22-1.6	TARA_045_SRF_0.22-1.6	TARA_048_SRF_0.22-1.6	TARA_052_DCM_0.22-1.6	TARA_052_SRF_0.22-1.6	TARA_056_MES_0.22-3	TARA_056_SRF_0.22-3	TARA_057_SRF_0.22-3	TARA_058_DCM_0.22-3	TARA_062_SRF_0.22-3	TARA_064_DCM_0.22-3	TARA_064_MES_0.22-3	TARA_064_SRF_0.22-3	TARA_065_DCM_0.22-3	TARA_065_MES_0.22-3	TARA_065_SRF_0.22-3	TARA_066_DCM_0.22-3	TARA_066_SRF_0.22-3	TARA_067_SRF_0.22-3	TARA_068_DCM_0.22-3	TARA_068_MES_0.22-3	TARA_068_SRF_0.22-3	TARA_070_MES_0.22-3	TARA_070_SRF_0.22-3	TARA_072_DCM_0.22-3	TARA_072_MES_0.22-3	TARA_072_SRF_0.22-3	TARA_076_DCM_0.22-3	TARA_076_MES_0.22-3	TARA_076_SRF_0.22-3	TARA_078_DCM_0.22-3	TARA_078_MES_0.22-3	TARA_078_SRF_0.22-3	TARA_082_DCM_0.22-3	TARA_085_DCM_0.22-3	TARA_085_MES_0.22-3	TARA_085_SRF_0.22-3	TARA_093_DCM_0.22-3	TARA_093_SRF_0.22-3	TARA_094_SRF_0.22-3	TARA_096_SRF_0.22-3	TARA_098_DCM_0.22-3	TARA_098_MES_0.22-3	TARA_098_SRF_0.22-3	TARA_099_SRF_0.22-3	TARA_100_DCM_0.22-3	TARA_100_DCM_0.22-3	TARA_100_SRF_0.22-3	TARA_102_DCM_0.22-3	TARA_102_MES_0.22-3	TARA_102_SRF_0.22-3	TARA_109_DCM_0.22-3	TARA_109_MES_0.22-3	TARA_109_SRF_0.22-3	TARA_110_DCM_0.22-3	TARA_110_MES_0.22-3	TARA_110_SRF_0.22-3	TARA_111_DCM_0.22-3	TARA_111_MES_0.22-3	TARA_111_SRF_0.22-3	TARA_112_DCM_0.22-3	TARA_112_MES_0.22-3	TARA_112_SRF_0.22-3	TARA_122_DCM_0.22-3	TARA_122_MES_0.22-3	TARA_122_SRF_0.22-3	TARA_123_MIX_0.22-3	TARA_123_SRF_0.22-3	TARA_124_MIX_0.22-3	TARA_124_SRF_0.22-3	TARA_125_MIX_0.22-3	TARA_125_SRF_0.22-3	TARA_128_DCM_0.22-3	TARA_128_SRF_0.22-3	TARA_132_DCM_0.22-3	TARA_132_MES_0.22-3	TARA_132_SRF_0.22-3	TARA_133_DCM_0.22-3	TARA_133_MES_0.22-3	TARA_133_SRF_0.22-3	TARA_137_DCM_0.22-3	TARA_137_MES_0.22-3	TARA_137_SRF_0.22-3	TARA_138_DCM_0.22-3	TARA_138_MES_0.22-3	TARA_138_SRF_0.22-3	TARA_140_SRF_0.22-3	TARA_141_SRF_0.22-3	TARA_142_DCM_0.22-3	TARA_142_MES_0.22-3	TARA_142_SRF_0.22-3	TARA_145_MES_0.22-3	TARA_145_SRF_0.22-3	TARA_146_MES_0.22-3	TARA_146_SRF_0.22-3	TARA_148_SRF_0.22-3	TARA_148b_MES_0.22-3	TARA_149_MES_0.22-3	TARA_149_SRF_0.22-3	TARA_150_DCM_0.22-3	TARA_150_SRF_0.22-3	TARA_151_DCM_0.22-3	TARA_151_SRF_0.22-3	TARA_152_MES_0.22-3	TARA_152_MIX_0.22-3	TARA_152_SRF_0.22-3	TARA_155_DCM_0.22-3	TARA_155_MES_0.22-3	TARA_155_SRF_0.22-3	TARA_158_DCM_0.22-3	TARA_158_MES_0.22-3	TARA_158_SRF_0.22-3	TARA_163_MES_0.22-3	TARA_163_SRF_0.22-3	TARA_168_MIX_0.22-3	TARA_168_SRF_0.22-3	TARA_173_DCM_0.22-3	TARA_173_DCM_0.22-3	TARA_173_SRF_0.22-3	TARA_175_SRF_0.22-3	TARA_175_ZZZ_0.22-3	TARA_178_SRF_0.22-3	TARA_180_SRF_0.22-3	TARA_180_DCM_0.22-3	TARA_188_DCM_0.22-3	TARA_188_SRF_0.22-3	TARA_189_DCM_0.22-3	TARA_189_MES_0.22-3	TARA_189_SRF_0.22-3	TARA_191_SRF_0.22-3	TARA_193_SRF_0.22-3	TARA_194_DCM_0.22-3	TARA_194_SRF_0.22-3	TARA_196_SRF_0.22-3	TARA_201_DCM_0.22-3	TARA_201_MES_0.22-3	TARA_201_SRF_0.22-3	TARA_205_MES_0.22-3	TARA_205_SRF_0.22-3	TARA_206_MES_0.22-3	TARA_206_SRF_0.22-3	TARA_208_SRF_0.22-3	TARA_209_MES_0.22-3	TARA_209_SRF_0.22-3	TARA_210_MES_0.22-3	TARA_210_SRF_0.22-3
OM-RGC.v2.018697793	Biota; Bacteria; Bacteroidetes	8.8887398398835E-8	5.3438635958815E-9	7.5626091186153E-8	1.2035210263811E-8	5.0438838411876E-8	1.0139652546714E-8	0	0	2.8208491448005E-8	1.3505994427464E-8	1.5820085919606E-8	0	1.1606537663621E-8	1.2287470155621E-8	3.1759500726352E-8	4.695298167728E-9	1.5440609156671E-8	6.9522751040341E-8	0	8.7798748766131E-8	0	0	0	1.0419486219446E-8	0	0	4.4970700859689E-8	0	2.1526523087565E-8	3.6777827313253E-8	2.2055858888597E-8	1.4042141362764E-8	0	0	3.7368168842304E-8	1.055984412374E-8	1.218992711439E-8	1.4335381792866E-8	0	1.2053755310082E-8	1.4688087907473E-8	7.5558503648229E-8	0	8.5264683852593E-8	1.4246061098436E-8	0	7.7451895154409E-8	2.4001749104372E-8	4.6778312019252E-8	3.2058067656781E-8	8.5243507238129E-8	0	0	0	0	1.5469349456167E-8	0	1.9789267119392E-8	0	0	0	0	0	1.272505728158E-8	0	0	0	0	0	0	1.0161453057612E-7	0	1.0129291444787E-7	0	0	1.344398496555E-8	2.2766104033313E-8	0	4.4206136130122E-9	1.3798953883828E-8	0	0	2.5919671420921E-8	0	1.1762355946351E-8	4.4188812071389E-8	2.7409311694286E-8	2.7014354241488E-8	4.1402517862492E-8	0	3.0589178210519E-8	5.3779158389895E-8	0	1.3807917255234E-8	3.7033929689792E-8	1.0475674750413E-8	4.5604159947174E-8	2.5504022338362E-8	3.977620734077E-8	2.0497876703008E-8	8.1089682087808E-8	0	1.914282920749E-7	6.4239328464955E-8	2.8082637698029E-8	2.9362220612803E-8	0	1.1829663045691E-7	4.2858010605795E-8	0	8.6831121934621E-9	0	0	7.9107642330725E-8	1.2549567753039E-7	0	3.6008124430553E-8	2.4976107988891E-8	3.850628265294E-8	1.4833183135979E-8	0	0	0	0	0	0	2.1587633488546E-8	0	0	1.1564004641101E-7	1.2917591305576E-8	0	0	2.0055203591161E-8	0	2.2838406805184E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4334975904705E-8
OM-RGC.v2.019302332	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.920880175849E-9	0	0	0	0	0	0	0	0	5.0548134928668E-8	0	0	0	0	0	1.5019650724976E-8	0	0	0	0	0	0	0	0	0	0	2.5205315308655E-8	0	0	0	8.3951533047317E-9	0	0	0	0	0	0	8.4916065318099E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8375679971624E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7232782900162E-8	0	8.3764647223514E-9	0	3.4780389163297E-7	0	0	0	1.755067069116E-7	0	0	0	0	0	2.752878570027E-8	0	0	0	1.4719781753726E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.019882131	Biota; Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium; Sphingobium chlorophenolicum L-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4025044321464E-8	1.4401983440633E-8	0	0	0	0	4.849937358605E-8	0	0	0	0	0	5.888378283631E-9	0	6.7189202372278E-8	1.1503365942498E-8	0	0	0	0	0	1.5339935307916E-8	0	1.3501200520793E-7	0	0	0	0	0	0	0	0	0	0	0	0	1.8027685786262E-8	0	0	7.0503261170351E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5810908642047E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5567178073833E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.019917049	Biota; 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1445807347144E-8	0	1.0936220564617E-7	0	0	1.0300887715554E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.021254199	Biota; Bacteria; Proteobacteria; Epsilonproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8910484230558E-9	0	2.0213717008969E-7	0	3.4250013406123E-7	0	0	4.3416650901264E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.022376057	Biota; Bacteria	1.4608282497784E-7	0	4.167045328774E-8	2.821426396731E-8	8.1125722988324E-8	0	5.6980954528646E-9	2.769621133131E-8	6.2274483852405E-8	0	6.3094826337159E-9	0	6.3417360709492E-9	1.2495248468587E-8	7.0103699550993E-9	1.3915431174183E-8	3.5730967801413E-8	1.9136422636486E-8	0	1.5057274078041E-7	0	0	0	0	0	0	4.1122132660711E-8	0	4.4432971789487E-8	4.3960308692666E-8	5.6250267051777E-8	6.0760268943832E-9	1.2325251340838E-8	5.1952849243724E-9	0	9.5152827612391E-9	0	6.7930260358865E-9	0	2.1460061454613E-8	0	4.794493473265E-8	0	5.5799408612684E-8	7.603811707819E-8	0	0	0	6.6716608945504E-8	7.077300182152E-8	9.1487102214411E-8	0	2.3382498509268E-8	0	0	5.9502739686373E-8	0	2.9125187308725E-8	0	0	0	3.2532042675604E-8	0	0	0	0	0	0	0	0	2.205530117105E-8	0	1.8050905884026E-7	0	0	0	2.8866298456289E-8	0	5.2687158414721E-8	1.7880611661307E-8	0	0	5.1222534161763E-8	0	7.0235665372764E-8	2.5272912705409E-8	0	2.2571943936889E-8	1.2830424510294E-7	0	4.1954937508864E-8	1.2019585564221E-7	0	2.9027831211415E-8	4.27492627442E-8	1.4676512796625E-8	3.4167934554305E-8	5.6591226995233E-8	4.3905977501834E-8	2.787178087824E-8	4.1151569779199E-8	3.0027144798509E-8	1.5179430517828E-7	1.7979509911574E-8	3.2695635821357E-8	1.7710580551385E-9	0	8.1664913683223E-9	4.9314744841446E-8	0	2.5015903883284E-8	0	0	4.6272096499258E-8	1.2698110063256E-7	0	1.4972059595946E-7	9.914697566128E-9	1.5856795931244E-8	0	0	0	0	0	0	2.7228604518075E-8	1.5913183679835E-8	0	0	5.4798930075757E-8	0	2.1120406828414E-8	0	1.9436959575284E-8	0	7.6223739526652E-8	5.1130231139684E-8	0	0	1.8915370970605E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.023635689	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3998783110372E-9	0	5.7495400964915E-7	0	1.3482180099094E-7	0	0	9.541404320994E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.024394575	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0762683135086E-9	0	0	7.2693799876553E-9	0	0	0	0	0	0	0	6.653178191533E-9	0	0	0	0	0	0	0	0	2.2214113385222E-8	0	0	0	0	0	0	0	8.6773678291062E-9	0	0	0	0	0	0	0	0	0	1.4457996231833E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5279727185334E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2511040476446E-8	0	0	0	0	0	0	0	0	5.9559782177333E-9	0	0	8.582707378148E-9	0	0	3.2724752913573E-8	0	0	0	6.8857948481183E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.026064809	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3976977151702E-8	5.5889961981385E-8	2.2547948777335E-8	0	2.6582018669206E-7	0	0	0	6.9145679262282E-8	0	0	1.1946355555897E-7	0	0	0	0	0	0	0	7.5774026390746E-8	0	9.2977172411221E-8	0	0	0	0	8.5503505494605E-9	0	0	0
OM-RGC.v2.027522697	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7563098067755E-8	0	0	0	0	0	0	0	1.3258617587551E-8	0	0	0	0	6.9931630293851E-9	0	0	0	0	0	0	0	0	0	0	1.5951901273022E-8	2.9153800550931E-9	0	0	6.6442382908598E-9	8.2064483599294E-8	3.4225641288702E-8	4.0137600704904E-8	0	9.4959874356195E-9	0	0	0	0	0	0	1.2712042236722E-8	2.6667202813454E-8	4.7236706466925E-8	0	2.442859188707E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8151426489541E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8170863081976E-8	0	0	5.0026516580638E-7	0	0	0	1.7939477799097E-8	0	2.2193747498932E-8	0	0	0	0	0	0	0	0	0	1.2031263022451E-8	0	0	2.350261758026E-8	0	9.4721078218974E-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1395030714221E-8	0	0	0	0	0	0	0	0	0	1.8373135611137E-8	0	0	0	0	0	0	1.9082086723812E-8	0
OM-RGC.v2.028034947	Biota; 	1.0282602943986E-7	0	0	2.7454448312318E-8	9.8806069517913E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7507689290258E-9	1.0323181480668E-8	0	2.3491571962899E-8	0	8.4370762527069E-9	5.3826099247741E-8	0	4.3087299285773E-8	3.4937602934642E-8	0	1.1785252165175E-8	7.3493678571985E-9	0	4.0544529218702E-8	0	0	0	5.3826742663441E-8	1.275281458442E-8	8.1948587990488E-9	2.6932716581169E-8	0	0	8.3037065534127E-8	9.271040415488E-9	2.0122550252336E-8	0	2.0019105573816E-8	0	0	0	0	0	0	6.9943049417523E-9	0	0	7.4198140206332E-8	0	4.9206969692425E-8	1.6655142830266E-8	0	2.0771406633374E-8	0	0	0	0	0	0	0	0	0	0	0	9.9826378986588E-9	6.6604717790503E-9	0	1.0938717229381E-8	2.3782068019061E-8	0	2.741055677153E-8	7.373305905555E-8	0	5.5273870329359E-8	5.2664673801808E-8	1.3530500885234E-8	4.456430834447E-8	8.0532581687334E-9	0	2.0695668025264E-8	0	0	0	0	0	2.0324073555613E-8	0	1.2931946779979E-8	1.4625192546851E-8	9.3433464883379E-9	0	0	4.7653394933568E-8	3.0691709754876E-8	0	0	0	0	0	0	0	0	1.1163367393697E-7	0	0	1.5450309687072E-8	1.5104180267228E-8	0	1.9330987054646E-8	0	9.5042778820135E-9	0	2.0058197610724E-8	0	0	3.4203473209569E-8	0	0	2.352657877741E-8	2.9460442106612E-8	8.3119020421508E-9	6.3039777154814E-8	6.3307553588801E-8	0	5.166971293113E-9	1.3825912449485E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.030638441	Biota; Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1695712260424E-9	0	0	4.915136160559E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.031550900	Biota; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter; Methanothermobacter thermautotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5238005965467E-8	0	2.9371550923455E-8	0	0	0	0	0	0	0	0	0	9.5579819222088E-9	0	0	1.5770713410463E-8	0	0	0	0	0	3.2181537192255E-9	0	0	0	0	0	0	0	4.1073990134817E-8	0	0	0	0	7.5254669865807E-9	2.5074735958985E-8	9.2773931269759E-8	0	1.2906303310489E-8	0	0	0	0	8.5109160452246E-9	0	0	0	0	0	0	0	0	0	0	0	0	2.4608007303359E-7	0	0	0	0	0	0	0	6.7302336541222E-9	0	0	0	8.4137097058528E-9	0	0	0	2.6254468225387E-9	4.2067063003531E-9	0	0	0	0	0	0	6.8234122753251E-9	0	0	0	0	0	2.3710290179549E-8	0	9.7333752938557E-9	1.2558207304638E-8	0	1.1140833516554E-8	0	1.140815206414E-8	0	0	0	0	0	2.3666903766186E-8	0	0	0	0	0	0	0	0	0	0	0	4.9002977203416E-8	0	0	0	0	0	1.9669386511935E-8	0	0	0	1.018057378267E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.032209830	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0809013581043E-8	0	1.6651512347251E-7	0	0	0	0	0	0	0	3.6842847051856E-8	0	0	0	1.2950985739378E-7	0	0	4.9385080292413E-8	0	0	0	0	0	0	0	1.2562277683746E-8	0	3.6381642868118E-8	0	1.9299359547313E-8	0	0	0	0	0	0
OM-RGC.v2.032368849	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8643521874543E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3017894325993E-8	0	2.4891399869246E-8	6.3874242264469E-8	0	0	2.1220143199916E-8	0	0	0	4.2297788556345E-8	9.3769236853917E-9	0	0	0	0	0	1.8730892493149E-8	0	1.1515069167666E-8	8.8975671411539E-8	2.2554148847382E-8	1.2677164082618E-8	2.9691183556249E-8	5.2730321046843E-8	1.8349550615249E-8	6.8562921204758E-8	9.6872882839582E-8	2.2800934798635E-8	1.7591557697606E-8	2.3711208102282E-8	0
OM-RGC.v2.033807023	Biota; Archaea; Candidatus Pacearchaeota; Candidatus Pacearchaeota archaeon CG1_02_30_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.777004243713E-7	0	0	2.0419044371617E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.035843125	Biota; 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2374078023862E-8	0	3.2981357601423E-8	0	0	1.6324702166665E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.036224582	Biota; 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7444548370509E-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8065730416676E-8	0	0	0	1.5182322659064E-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9657284731308E-8	0	0	0	0	0	0	0	1.8799622796393E-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.009823590	Biota; Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OM-RGC.v2.012941516	Biota; Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Fuerstia; Fuerstia marisgermanicae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
